"Champion","Name","Erscheinungsdatum","TagDate","BannrateNachher","BannrateVorher","BeliebtheitNachher","BeliebtheitVorher","GewinnrateNachher","GewinnrateVorher","DeltaBannrate","DeltaBeliebtheit","DeltaGewinnrate"
"XinZhao","Winged Hussar","26-Sep-2011",15243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yasuo","Original","13-Dec-2013",16052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yasuo","High Noon","13-Dec-2013",16052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yasuo","PROJECT","31-Aug-2014",16313,0.799,0.7187,0.1518,0.1472,0.4616,0.4808,0.0803,0.00459999999999999,-0.0192
"Yasuo","Blood Moon","25-Feb-2016",16856,0.0462,0.1359,0.1716,0.1299,0.4933,0.4765,-0.0897,0.0417,0.0168
"Yasuo","Nightbringer","14-Jun-2017",17331,0.4673,0.3199,0.1439,0.169,0.4968,0.5458,0.1474,-0.0251,-0.0489999999999999
"Yasuo","Odyssey","12-Sep-2018",17786,0.5479,0.5839,0.1797,0.1921,0.4714,0.4792,-0.0359999999999999,-0.0124,-0.00780000000000003
"Yasuo","Battle Boss","28-Jun-2019",18075,0.4871,0.5172,0.1926,0.1563,0.473,0.4737,-0.0301,0.0363,-0.000700000000000034
"Yasuo","True Damage","10-Nov-2019",18210,0.4903,0.5033,0.2199,0.1883,0.486,0.4874,-0.013,0.0316,-0.00140000000000001
"Yorick","Original","22-Jun-2011",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yorick","Undertaker","21-Jun-2011",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yorick","Pentakill","21-Jun-2011",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yorick","Arclight","02-Oct-2017",17441,0.0027,0.0039,0.0147,0.0161,0.4901,0.5061,-0.0012,-0.0014,-0.016
"Yorick","Meowrick","27-Mar-2019",17982,0.0383,0.1394,0.0298,0.0858,0.5076,0.5268,-0.1011,-0.056,-0.0192
"Yuumi","Original","14-May-2019",18030,0.2578,NA,0.1771,NA,0.4424,NA,NA,NA,NA
"Yuumi","Battle Principal","14-May-2019",18030,0.2578,NA,0.1771,NA,0.4424,NA,NA,NA,NA
"Yuumi","Heartseeker","04-Feb-2020",18296,0.0468,0.0226,0.0927,0.0334,0.4791,0.461,0.0242,0.0593,0.0181
"Zac","Original","29-Mar-2013",15793,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zac","Special Weapon","29-Mar-2013",15793,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zac","Pool Party","25-Jun-2015",16611,0.0014,0.0022,0.0301,0.0361,0.4839,0.4909,-8e-04,-0.006,-0.00700000000000001
"Zac","SKT T1","27-Jun-2017",17344,0.7476,0.2429,0.0743,0.0836,0.5279,0.4966,0.5047,-0.00929999999999999,0.0313000000000001
"Zed","Original","13-Nov-2012",15657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zed","Shockblade","13-Nov-2012",15657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zed","PROJECT","07-Sep-2015",16685,0.1257,0.2028,0.1718,0.1099,0.4846,0.4987,-0.0771,0.0619,-0.0141
"Zed","Galaxy Slayer","18-Apr-2019",18004,0.5647,0.5522,0.1329,0.1332,0.5018,0.5174,0.0125,-0.000300000000000022,-0.0155999999999999
"Zed","SKT T1","04-May-2014",16194,0.0511,0.0274,0.1481,0.1625,0.4652,0.4667,0.0237,-0.0144,-0.0015
"Zed","Championship","25-Sep-2016",17069,0.4951,0.585,0.0921,0.0901,0.5006,0.4824,-0.0899,0.002,0.0182
"Zed","Death Sworn","25-Oct-2017",17464,0.4245,0.4309,0.1206,0.1328,0.4984,0.4938,-0.00640000000000002,-0.0122,0.00459999999999999
"Ziggs","Original","01-Feb-2012",15371,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziggs","Mad Scientist","01-Feb-2012",15371,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziggs","Pool Party","04-Sep-2012",15587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziggs","Master Arcanist","06-May-2015",16561,0.0018,8e-04,0.0645,0.0264,0.5107,0.4921,0.001,0.0381,0.0186000000000001
"Ziggs","Battle Boss","08-Aug-2017",17386,0.0023,0.0025,0.0385,0.0371,0.5154,0.5366,-2e-04,0.0014,-0.0212
"Ziggs","Sugar Rush","17-Dec-2019",18247,0.001,0.0015,0.014,0.0157,0.4997,0.5021,-5e-04,-0.0017,-0.00240000000000001
"Ziggs","Major","01-Feb-2012",15371,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziggs","Snow Day","14-Dec-2012",15688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziggs","Odyssey","12-Sep-2018",17786,0.0011,0.0018,0.0234,0.0254,0.4973,0.5017,-7e-04,-0.002,-0.00440000000000002
"Zilean","Original","17-Apr-2009",14351,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zilean","Groovy","27-Jul-2010",14817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zilean","Shurima Desert","08-Sep-2010",14860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zilean","Blood Moon","10-May-2015",16565,8e-04,7e-04,0.0085,0.0055,0.522,0.4857,1e-04,0.003,0.0363
"Zilean","Sugar Rush","17-Dec-2019",18247,0.0075,0.0081,0.0394,0.0277,0.5262,0.5192,-6e-04,0.0117,0.00700000000000001
"Zilean","Old Saint","23-Dec-2009",14601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zilean","Time Machine","12-Apr-2011",15076,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoe","Original","21-Nov-2017",17491,0.7327,NA,0.1217,NA,0.4408,NA,NA,NA,NA
"Zoe","Cyber Pop","21-Nov-2017",17491,0.7327,NA,0.1217,NA,0.4408,NA,NA,NA,NA
"Zoe","Pool Party","02-Aug-2018",17745,0.3893,0.3425,0.09,0.1027,0.4914,0.5004,0.0468,-0.0127,-0.00899999999999995
"Zoe","Star Guardian","12-Sep-2019",18151,0.0451,0.0408,0.0549,0.0381,0.4936,0.4966,0.0043,0.0168,-0.003
"Zyra","Original","24-Jul-2012",15545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zyra","Wildfire","24-Jul-2012",15545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zyra","Haunted","29-Oct-2013",16007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zyra","Dragon Sorceress","09-Mar-2017",17234,0.0199,0.0376,0.0764,0.1351,0.501,0.512,-0.0177,-0.0587,-0.011
"Zyra","SKT T1","04-May-2014",16194,0.0033,0.0011,0.0805,0.0501,0.5359,0.5176,0.0022,0.0304,0.0183000000000001
